"Gene_name" "P_values" "Adjusted_value" "is_significant"
"1123" "ARSK" 0.01277542 0.0177047196410768 TRUE
"7319" "GPR125" 0.01277542 0.0177047196410768 TRUE
"9404" "COL12A1" 0.01277542 0.0177047196410768 TRUE
"12812" "PRR4" 0.01277542 0.0177047196410768 TRUE
"13222" "LIPC" 0.01277542 0.0177047196410768 TRUE
"14563" "EGFL8" 0.01279991 0.0177357118125935 TRUE
"15848" "RAB26" 0.01279991 0.0177357118125935 TRUE
"1030" "EIF2S3L" 0.01284045 0.0177904066782955 TRUE
"4967" "ASXL2" 0.01299674 0.0179979761892902 TRUE
"6065" "AHNAK" 0.01299653 0.0179979761892902 TRUE
"8907" "BSCL2" 0.01299674 0.0179979761892902 TRUE
"11408" "TRIM34" 0.01299653 0.0179979761892902 TRUE
"11635" "CLDN12" 0.01299653 0.0179979761892902 TRUE
"15354" "SENP1" 0.01299674 0.0179979761892902 TRUE
"14126" "FAM114A2" 0.01302658 0.0180378012950357 TRUE
"12087" "TAS2R10" 0.01309729 0.018134207454138 TRUE
"11719" "C8orf82" 0.01310845 0.0181481528884462 TRUE
"7067" "FOXD4L2" 0.01313456 0.018182791999336 TRUE
"5861" "NTSR1" 0.0131408 0.0181887157580284 TRUE
"13764" "C18orf25" 0.01314102 0.0181887157580284 TRUE
"3330" "ZDHHC24" 0.01319082 0.0182546152493155 TRUE
"16504" "COG4" 0.01319082 0.0182546152493155 TRUE
"2042" "PCNA" 0.01322144 0.0182833376886089 TRUE
"2709" "PLEKHG6" 0.01322144 0.0182833376886089 TRUE
"6188" "MTFR1" 0.01322144 0.0182833376886089 TRUE
"7592" "NUFIP1" 0.01322122 0.0182833376886089 TRUE
"8956" "HERPUD1" 0.01322101 0.0182833376886089 TRUE
"9195" "RABL6" 0.01322144 0.0182833376886089 TRUE
"13102" "CPE" 0.01322144 0.0182833376886089 TRUE
"14077" "EIF2AK2" 0.01322144 0.0182833376886089 TRUE
"14294" "LUZP1" 0.01322144 0.0182833376886089 TRUE
"4954" "CARNS1" 0.01325658 0.0183289335875332 TRUE
"7095" "IL23R" 0.01325661 0.0183289335875332 TRUE
"12600" "ZNF280D" 0.01325882 0.0183304697554911 TRUE
"790" "UBE4A" 0.01333464 0.0184325265600398 TRUE
"4640" "PCYT1A" 0.01333485 0.0184325265600398 TRUE
"6017" "ZNHIT2" 0.01337303 0.0184837703347696 TRUE
"233" "MANSC4" 0.01337911 0.0184906417101665 TRUE
"606" "RSF1" 0.01342867 0.0185575986412593 TRUE
"1597" "XRCC6BP1" 0.01344956 0.0185787710807453 TRUE
"2944" "DZIP1" 0.01344956 0.0185787710807453 TRUE
"3651" "LMOD3" 0.01344913 0.0185787710807453 TRUE
"4115" "AL441883.1" 0.01344956 0.0185787710807453 TRUE
"5819" "ZNF624" 0.01344956 0.0185787710807453 TRUE
"6333" "CYB561A3" 0.01356471 0.0187347323673098 TRUE
"14927" "C11orf57" 0.01356471 0.0187347323673098 TRUE
"1749" "RBFOX2" 0.01367079 0.0188781171620167 TRUE
"12501" "CHD4" 0.01367079 0.0188781171620167 TRUE
"465" "RXFP1" 0.01368116 0.0188830574100124 TRUE
"5350" "CTD-2207O23.12" 0.01368094 0.0188830574100124 TRUE
"6272" "ZW10" 0.01368116 0.0188830574100124 TRUE
"6521" "C19orf57" 0.01368094 0.0188830574100124 TRUE
"6803" "C16orf71" 0.01368116 0.0188830574100124 TRUE
"11952" "AC027763.2" 0.01368116 0.0188830574100124 TRUE
"1960" "DENND1A" 0.01372805 0.0189446408538099 TRUE
"14968" "RUNX1T1" 0.01372805 0.0189446408538099 TRUE
"2202" "COPZ1" 0.01375224 0.0189764529450695 TRUE
"375" "TRAPPC12" 0.01391651 0.0191951862068966 TRUE
"2751" "REL" 0.01391628 0.0191951862068966 TRUE
"9508" "ACP1" 0.01391628 0.0191951862068966 TRUE
"12552" "UBXN10" 0.01391628 0.0191951862068966 TRUE
"14666" "ZNF587B" 0.01391628 0.0191951862068966 TRUE
"13391" "HBE1" 0.01413235 0.0194912847693071 TRUE
"2887" "DNAJC13" 0.01415495 0.0195143868088272 TRUE
"5324" "C12orf60" 0.01415473 0.0195143868088272 TRUE
"11077" "BANK1" 0.01415495 0.0195143868088272 TRUE
"13458" "IPO5" 0.01415495 0.0195143868088272 TRUE
"13625" "ABCD2" 0.01415473 0.0195143868088272 TRUE
"3638" "NUDT17" 0.01416612 0.0195281720330579 TRUE
"109" "PSEN2" 0.01421403 0.0195925973390629 TRUE
"5060" "HIST1H2BE" 0.01427541 0.0196739518135999 TRUE
"9431" "KATNB1" 0.01427541 0.0196739518135999 TRUE
"7301" "CRLF1" 0.01439723 0.0198352850747501 TRUE
"11519" "MCOLN2" 0.01439723 0.0198352850747501 TRUE
"11524" "CALML4" 0.01439723 0.0198352850747501 TRUE
"11661" "TIMM13" 0.01439723 0.0198352850747501 TRUE
"3974" "OCLM" 0.01446219 0.0199205066556565 TRUE
"4263" "GALNT10" 0.01446267 0.0199205066556565 TRUE
"15705" "BTF3L4" 0.01446267 0.0199205066556565 TRUE
"8397" "EID1" 0.01454769 0.0200359565023532 TRUE
"5501" "MBD5" 0.01464316 0.0201624491332343 TRUE
"15688" "UPK1B" 0.01464316 0.0201624491332343 TRUE
"16294" "LRRN4" 0.01464316 0.0201624491332343 TRUE
"14373" "GID4" 0.01467722 0.0202076788774247 TRUE
"741" "IFT172" 0.01471513 0.0202548579303515 TRUE
"2386" "TBC1D17" 0.01471489 0.0202548579303515 TRUE
"9339" "SLC25A41" 0.01471489 0.0202548579303515 TRUE
"8775" "FGA" 0.01489278 0.0204976953874082 TRUE
"9975" "TSPAN17" 0.01493881 0.0205593523762376 TRUE
"5525" "GCSAML" 0.01497122 0.0206022563814867 TRUE
"2859" "CDH22" 0.01514591 0.0208326694153542 TRUE
"5140" "ZNF846" 0.01514615 0.0208326694153542 TRUE
"8824" "C18orf56" 0.01514615 0.0208326694153542 TRUE
"10364" "SLC15A1" 0.01514591 0.0208326694153542 TRUE
"11702" "VSIG10L" 0.01514591 0.0208326694153542 TRUE
"16353" "RBPMS2" 0.01514615 0.0208326694153542 TRUE
"1775" "GPR75-ASB3" 0.01520451 0.0209094918624784 TRUE
"7383" "AANAT" 0.01520425 0.0209094918624784 TRUE
"2205" "GNPTAB" 0.01523173 0.0209417454995054 TRUE
"2789" "EIF3M" 0.01523148 0.0209417454995054 TRUE
"12188" "ZNF280C" 0.01523124 0.0209417454995054 TRUE
"1567" "TBC1D12" 0.01527401 0.0209946837082818 TRUE
"4046" "DDX19A" 0.01527401 0.0209946837082818 TRUE
"16137" "C6ORF50" 0.01527377 0.0209946837082818 TRUE
"5364" "PRG4" 0.01540139 0.0211680277851022 TRUE
"13193" "MFSD6" 0.0154033 0.021168908626514 TRUE
"7993" "PRRG4" 0.01547435 0.02126480128522 TRUE
"9636" "PBXIP1" 0.01549597 0.0212892496170002 TRUE
"10228" "ERMAP" 0.01549572 0.0212892496170002 TRUE
"10724" "TRRAP" 0.01549597 0.0212892496170002 TRUE
"7792" "SYNPO2" 0.01553308 0.0213367186362513 TRUE
"13357" "PSMD12" 0.01553308 0.0213367186362513 TRUE
"11893" "ITM2B" 0.01562909 0.0214668331027668 TRUE
"2536" "INTS6" 0.01566405 0.0215063262161495 TRUE
"5667" "ATP1A2" 0.01566429 0.0215063262161495 TRUE
"10698" "MOB4" 0.01566405 0.0215063262161495 TRUE
"11933" "SYTL1" 0.01566429 0.0215063262161495 TRUE
"13856" "KIAA1147" 0.01566429 0.0215063262161495 TRUE
"3399" "SLC35E3" 0.01576424 0.0216364291286102 TRUE
"6417" "APBA1" 0.01576424 0.0216364291286102 TRUE
"8603" "IGHMBP2" 0.01576424 0.0216364291286102 TRUE
"10029" "C12orf55" 0.01576424 0.0216364291286102 TRUE
"6579" "OR14I1" 0.01580358 0.0216886386703966 TRUE
"9034" "AKNAD1" 0.01591559 0.0218405628301111 TRUE
"6195" "CRHR2" 0.01592917 0.0218412293958076 TRUE
"8098" "USP49" 0.01592917 0.0218412293958076 TRUE
"8659" "C2orf81" 0.01592917 0.0218412293958076 TRUE
"10355" "OTUD7A" 0.01592917 0.0218412293958076 TRUE
"10540" "SLC22A17" 0.01592917 0.0218412293958076 TRUE
"10974" "TNC" 0.01592917 0.0218412293958076 TRUE
"12547" "RCCD1" 0.01592917 0.0218412293958076 TRUE
"12966" "SLC35E2" 0.01592917 0.0218412293958076 TRUE
"13527" "KIAA0513" 0.01592917 0.0218412293958076 TRUE
"16323" "FZD8" 0.01592917 0.0218412293958076 TRUE
"3800" "TMEM69" 0.01602644 0.0219727946079237 TRUE
"1613" "MUM1" 0.01606283 0.0220208765020136 TRUE
"14837" "ERVV-1" 0.0161664 0.0221610414201183 TRUE
"130" "GGNBP2" 0.01619772 0.0221933743716116 TRUE
"5573" "RAB41" 0.01619648 0.0221933743716116 TRUE
"6570" "CFH" 0.01619797 0.0221933743716116 TRUE
"9317" "CCDC152" 0.01619797 0.0221933743716116 TRUE
"9976" "C11orf68" 0.01619797 0.0221933743716116 TRUE
"11219" "TLDC1" 0.01619797 0.0221933743716116 TRUE
"16387" "PRDM12" 0.01624068 0.0222500650841889 TRUE
"10173" "TRMT1L" 0.01631305 0.022347377956636 TRUE
"2326" "KDM2B" 0.01645259 0.0225366840108401 TRUE
"388" "PTPN20A" 0.0164705 0.0225522992940404 TRUE
"593" "LAMTOR2" 0.0164705 0.0225522992940404 TRUE
"729" "GALNT4" 0.01647075 0.0225522992940404 TRUE
"1611" "PRKAA1" 0.01647075 0.0225522992940404 TRUE
"15638" "SPIRE2" 0.01647075 0.0225522992940404 TRUE
"959" "IGFN1" 0.01656511 0.0226796384141837 TRUE
"1097" "TOP3B" 0.0165937 0.0227150526056627 TRUE
"14076" "ZSCAN22" 0.0165937 0.0227150526056627 TRUE
"4968" "FKBP8" 0.01659633 0.022716788478582 TRUE
"269" "KIF7" 0.0167473 0.0229049935060676 TRUE
"3436" "ABHD15" 0.01674756 0.0229049935060676 TRUE
"4129" "STC1" 0.01674756 0.0229049935060676 TRUE
"4374" "ZNF440" 0.01674756 0.0229049935060676 TRUE
"5669" "HEXA" 0.01674756 0.0229049935060676 TRUE
"5683" "TRIP4" 0.01674756 0.0229049935060676 TRUE
"13379" "IHH" 0.01674756 0.0229049935060676 TRUE
"14176" "FOXN3" 0.01674756 0.0229049935060676 TRUE
"15463" "ZNF324B" 0.01674756 0.0229049935060676 TRUE
"15672" "TFB1M" 0.01674756 0.0229049935060676 TRUE
"9838" "PTN" 0.01687858 0.0230766159344262 TRUE
"12467" "FGF5" 0.01687644 0.0230766159344262 TRUE
"15632" "CSAD" 0.01687858 0.0230766159344262 TRUE
"16350" "MIA" 0.01687751 0.0230766159344262 TRUE
"11671" "TCEANC" 0.01688776 0.0230872745512663 TRUE
"1562" "TMEM249" 0.01689458 0.0230947053269956 TRUE
"1645" "PNPLA7" 0.01702236 0.0232674723264771 TRUE
"2114" "SLC25A18" 0.01702818 0.0232700621989186 TRUE
"3188" "PIK3R2" 0.01702844 0.0232700621989186 TRUE
"10066" "SMC2" 0.01702818 0.0232700621989186 TRUE
"4737" "SEMA6C" 0.01716775 0.0234565915792923 TRUE
"11637" "GOLGB1" 0.01716775 0.0234565915792923 TRUE
"8546" "ERV3-1" 0.01717017 0.0234579765418953 TRUE
"8779" "IARS2" 0.01718366 0.0234744839312039 TRUE
"6458" "KIAA1244" 0.01731345 0.0236385513955963 TRUE
"8596" "MMP15" 0.01731345 0.0236385513955963 TRUE
"11144" "ART3" 0.01731319 0.0236385513955963 TRUE
"12078" "FAM21B" 0.01731345 0.0236385513955963 TRUE
"12518" "UTP18" 0.01731368 0.0236385513955963 TRUE
"13596" "EFCAB2" 0.01731319 0.0236385513955963 TRUE
"16287" "SH2B1" 0.01731345 0.0236385513955963 TRUE
"3743" "NTN3" 0.01733131 0.0236606851203143 TRUE
"4257" "TRAPPC1" 0.01746097 0.0238341775777414 TRUE
"8302" "RBMS1" 0.01746125 0.0238341775777414 TRUE
"13745" "HNRNPD" 0.01748381 0.0238610661757486 TRUE
"16257" "C11orf88" 0.01748295 0.0238610661757486 TRUE
"265" "FAM13C" 0.01760264 0.0240094885272712 TRUE
"2563" "COX19" 0.01760264 0.0240094885272712 TRUE
"4361" "RFK" 0.01760264 0.0240094885272712 TRUE
"4486" "AGAP8" 0.01760158 0.0240094885272712 TRUE
"5102" "DNM2" 0.01760264 0.0240094885272712 TRUE
"6371" "PMAIP1" 0.01760264 0.0240094885272712 TRUE
"14318" "C10orf126" 0.01760264 0.0240094885272712 TRUE
"5209" "SLN" 0.01763546 0.0240522872281276 TRUE
"5011" "RFPL2" 0.01774801 0.0242018318181818 TRUE
"8995" "ANKRD61" 0.01774801 0.0242018318181818 TRUE
"9642" "MRRF" 0.01775914 0.0242110711238251 TRUE
"11294" "ELL" 0.01775886 0.0242110711238251 TRUE
"13231" "SIPA1L1" 0.01775914 0.0242110711238251 TRUE
"3577" "ZNF263" 0.01789605 0.0243797871610585 TRUE
"4342" "WDFY3" 0.01789605 0.0243797871610585 TRUE
"6482" "TINAGL1" 0.01789605 0.0243797871610585 TRUE
"8863" "SLC40A1" 0.01789605 0.0243797871610585 TRUE
"10011" "KCNC3" 0.01789605 0.0243797871610585 TRUE
"11730" "SPOCK1" 0.01789605 0.0243797871610585 TRUE
"13531" "VIP" 0.01789605 0.0243797871610585 TRUE
"15093" "KIAA1958" 0.01789605 0.0243797871610585 TRUE
"16475" "H1FX" 0.01789605 0.0243797871610585 TRUE
"7491" "MKRN3" 0.01796489 0.0244715692282564 TRUE
"2251" "CEACAM19" 0.01806148 0.0245971167864141 TRUE
"9158" "ZNF283" 0.01806148 0.0245971167864141 TRUE
"15261" "SLC4A4" 0.01806148 0.0245971167864141 TRUE
"12053" "HEXIM1" 0.01807721 0.0246165289248102 TRUE
"250" "SF3B2" 0.01809883 0.0246439579102041 TRUE
"1847" "NBEA" 0.01819373 0.0247671114339345 TRUE
"7919" "MARCH7" 0.01819373 0.0247671114339345 TRUE
"14664" "MYL12A" 0.01819346 0.0247671114339345 TRUE
"41" "ZFP57" 0.01836831 0.0249986464425587 TRUE
"1309" "ZSCAN29" 0.01836831 0.0249986464425587 TRUE
"15355" "SMEK1" 0.01836831 0.0249986464425587 TRUE
"828" "CSRNP2" 0.01849547 0.0251495021765713 TRUE
"2698" "PRR5L" 0.01849547 0.0251495021765713 TRUE
"4697" "SYNE3" 0.01849547 0.0251495021765713 TRUE
"4950" "ZNF714" 0.01849574 0.0251495021765713 TRUE
"6598" "DOT1L" 0.01849547 0.0251495021765713 TRUE
"7147" "SLC8B1" 0.01849574 0.0251495021765713 TRUE
"8446" "NUGGC" 0.01849574 0.0251495021765713 TRUE
"9368" "LRFN4" 0.01849574 0.0251495021765713 TRUE
"11286" "SPECC1L" 0.01849547 0.0251495021765713 TRUE
"12538" "CORO1B" 0.01849547 0.0251495021765713 TRUE
"16534" "HABP2" 0.01849574 0.0251495021765713 TRUE
"15583" "RNF139" 0.01852314 0.0251847061623737 TRUE
"13027" "BNIP2" 0.01857191 0.025248957437444 TRUE
"11826" "CSDE1" 0.01864383 0.0253446686552567 TRUE
"2396" "ORMDL2" 0.0186797 0.0253892923728814 TRUE
"10934" "ZNF510" 0.01867941 0.0253892923728814 TRUE
"12934" "KLK14" 0.01868583 0.0253955548276705 TRUE
"609" "RAB13" 0.01880213 0.0255452902500611 TRUE
"5136" "COX4I1" 0.01880213 0.0255452902500611 TRUE
"11894" "NT5E" 0.01880213 0.0255452902500611 TRUE
"16283" "ZNF565" 0.01880186 0.0255452902500611 TRUE
"9235" "AGBL2" 0.01883683 0.0255903505782701 TRUE
"3113" "ZKSCAN2" 0.01895671 0.0257511135108722 TRUE
"6982" "YES1" 0.01897397 0.0257724608794788 TRUE
"6998" "TGFB2" 0.01911295 0.0259548975006106 TRUE
"12556" "TMEM143" 0.01911295 0.0259548975006106 TRUE
"15318" "HTR2A" 0.01911211 0.0259548975006106 TRUE
"2940" "C6orf141" 0.01926948 0.0261614517987954 TRUE
"4570" "LIMS2" 0.01926976 0.0261614517987954 TRUE
"15989" "TRIM62" 0.01926976 0.0261614517987954 TRUE
"9532" "PGM2" 0.01931606 0.0262204360351562 TRUE
"13685" "ZIK1" 0.01931635 0.0262204360351562 TRUE
"7195" "SPATA2L" 0.01938529 0.0263097345158666 TRUE
"14607" "MIXL1" 0.01938467 0.0263097345158666 TRUE
"5854" "SNTB1" 0.01942826 0.0263573303619357 TRUE
"5938" "SLC9A7" 0.01942826 0.0263573303619357 TRUE
"6927" "SET" 0.01942826 0.0263573303619357 TRUE
"7261" "MRPS36" 0.01942826 0.0263573303619357 TRUE
"9644" "CCDC78" 0.01942826 0.0263573303619357 TRUE
"7356" "LMBRD2" 0.01947815 0.0264228645087833 TRUE
"12418" "TSC22D4" 0.01964173 0.0266426003415467 TRUE
"2192" "CRADD" 0.01974809 0.0267781595967807 TRUE
"4005" "KIAA1984" 0.01974809 0.0267781595967807 TRUE
"9474" "SCAF11" 0.01974809 0.0267781595967807 TRUE
"14484" "PCDHGB3" 0.01974809 0.0267781595967807 TRUE
"3164" "CA1" 0.01980591 0.0268521969275786 TRUE
"8304" "LRRC7" 0.01980591 0.0268521969275786 TRUE
"13749" "GOLPH3L" 0.01982144 0.0268710678803641 TRUE
"84" "THAP8" 0.01997189 0.027061829829407 TRUE
"838" "GRM5" 0.01997038 0.027061829829407 TRUE
"2590" "SNTG2" 0.01997189 0.027061829829407 TRUE
"5641" "FBN2" 0.01997159 0.027061829829407 TRUE
"5857" "D2HGDH" 0.01997189 0.027061829829407 TRUE
"11758" "RCOR3" 0.01997189 0.027061829829407 TRUE
"8159" "ZNF217" 0.01999524 0.0270912682316627 TRUE
"2120" "PHF16" 0.02005798 0.0271718595305774 TRUE
"12201" "TSEN34" 0.02005766 0.0271718595305774 TRUE
"3337" "TNMD" 0.02007252 0.0271761066233766 TRUE
"4821" "ZMAT2" 0.02007252 0.0271761066233766 TRUE
"7362" "SUPT20H" 0.02007252 0.0271761066233766 TRUE
"12971" "LEF1" 0.02007252 0.0271761066233766 TRUE
"14873" "CCDC96" 0.02007223 0.0271761066233766 TRUE
"15907" "ARID2" 0.02007252 0.0271761066233766 TRUE
"16045" "B4GALT3" 0.02007252 0.0271761066233766 TRUE
"9686" "TWIST1" 0.02023589 0.0273950690041393 TRUE
"14141" "MKRN1" 0.02030688 0.0274867125213016 TRUE
"14446" "CLIP1" 0.02030688 0.0274867125213016 TRUE
"2259" "CYP27A1" 0.02040159 0.0276037087280986 TRUE
"10681" "SLC10A3" 0.02040159 0.0276037087280986 TRUE
"11335" "SLC35F3" 0.02040159 0.0276037087280986 TRUE
"14498" "ZCCHC14" 0.02040159 0.0276037087280986 TRUE
"15550" "FAM194B" 0.02040159 0.0276037087280986 TRUE
"5395" "PRRX2" 0.02073535 0.0280507411192214 TRUE
"8927" "ZNF703" 0.02073535 0.0280507411192214 TRUE
"8525" "AC174470.1" 0.02081762 0.0281597519746979 TRUE
"10701" "MEGF8" 0.0209916 0.0283927901394745 TRUE
"2020" "FAM203A" 0.02107387 0.0284832794425087 TRUE
"2602" "PSMC4" 0.02107387 0.0284832794425087 TRUE
"2830" "WDR5" 0.02107387 0.0284832794425087 TRUE
"2987" "RPL32" 0.02107387 0.0284832794425087 TRUE
"3412" "SORBS2" 0.02107387 0.0284832794425087 TRUE
"7286" "ZMYM5" 0.02107387 0.0284832794425087 TRUE
"11775" "LANCL2" 0.02107387 0.0284832794425087 TRUE
"11865" "ITSN1" 0.02107387 0.0284832794425087 TRUE
"14245" "GOLGA8M" 0.02107387 0.0284832794425087 TRUE
"9711" "SP5" 0.02124462 0.0287094111318156 TRUE
"10837" "HIPK4" 0.02124432 0.0287094111318156 TRUE
"10779" "PLTP" 0.02134143 0.0288379011989631 TRUE
"6563" "GNPDA2" 0.02141688 0.0289285552838286 TRUE
"8925" "TRAF3IP1" 0.02141719 0.0289285552838286 TRUE
"10777" "MPL" 0.02141628 0.0289285552838286 TRUE
"12240" "PEMT" 0.02141688 0.0289285552838286 TRUE
"16558" "MERTK" 0.02141719 0.0289285552838286 TRUE
"2788" "RNF185" 0.02143138 0.0289453780080972 TRUE
"16605" "RP11-178L8.4" 0.02146403 0.0289871282001457 TRUE
"2305" "RNASEK" 0.02151793 0.0290552151218328 TRUE
"12533" "RFX3" 0.02151793 0.0290552151218328 TRUE
"1623" "UFSP1" 0.02169634 0.0292866352027191 TRUE
"9026" "SHROOM4" 0.02169634 0.0292866352027191 TRUE
"9879" "HSD17B13" 0.02169634 0.0292866352027191 TRUE
"14515" "AK8" 0.02169634 0.0292866352027191 TRUE
"4552" "TRIM35" 0.02176537 0.0293726837864078 TRUE
"13555" "ATAD3B" 0.02176537 0.0293726837864078 TRUE
"14114" "PPP5D1" 0.02176537 0.0293726837864078 TRUE
"14212" "C1orf100" 0.02180081 0.0294181304748807 TRUE
"13899" "CCL24" 0.02199158 0.0296731559941757 TRUE
"6955" "RNF5" 0.02205637 0.0297557628275639 TRUE
"12728" "ZC3H11A" 0.02205637 0.0297557628275639 TRUE
"3721" "RP11-347C12.3" 0.02211846 0.0298347010189229 TRUE
"4887" "C8orf34" 0.02211846 0.0298347010189229 TRUE
"9407" "FAM153B" 0.02229656 0.0300725010754427 TRUE
"6189" "USP27X" 0.02247653 0.0303054337078652 TRUE
"8510" "PIFO" 0.02247653 0.0303054337078652 TRUE
"9705" "PCDHA5" 0.02247622 0.0303054337078652 TRUE
"16436" "SLC9A8" 0.02247622 0.0303054337078652 TRUE
"11910" "SNX31" 0.02257538 0.03043411796654 TRUE
"14365" "AC007040.11" 0.02257562 0.03043411796654 TRUE
"12383" "PCDHGA5" 0.02265713 0.0305415329238726 TRUE
"1830" "MBTPS1" 0.02279172 0.0307159700088875 TRUE
"7055" "MYLK4" 0.02279206 0.0307159700088875 TRUE
"14263" "PIP5K1C" 0.02279206 0.0307159700088875 TRUE
"1180" "SNAI2" 0.02283963 0.0307701339471771 TRUE
"3260" "TLE3" 0.02283963 0.0307701339471771 TRUE
"3723" "CEP44" 0.02283963 0.0307701339471771 TRUE
"9380" "GALNT5" 0.02283867 0.0307701339471771 TRUE
"7149" "MIB2" 0.02302276 0.0310143463737684 TRUE
"10433" "C11orf42" 0.02314747 0.0311798271501252 TRUE
"13954" "RASA1" 0.02316783 0.0312022127089221 TRUE
"16062" "HMGA2" 0.02316749 0.0312022127089221 TRUE
"1043" "STXBP6" 0.02320781 0.0312358808036795 TRUE
"1574" "FAM122C" 0.02320781 0.0312358808036795 TRUE
"2000" "ABCG4" 0.02320716 0.0312358808036795 TRUE
"6466" "PTPRF" 0.02320781 0.0312358808036795 TRUE
"11421" "ONECUT2" 0.0232062 0.0312358808036795 TRUE
"12856" "FOSB" 0.02320781 0.0312358808036795 TRUE
"15018" "LYRM1" 0.02320748 0.0312358808036795 TRUE
"15280" "CYB5A" 0.02320781 0.0312358808036795 TRUE
"2227" "FAM135B" 0.0233433 0.0314131701492537 TRUE
"16241" "C9orf64" 0.0233433 0.0314131701492537 TRUE
"13180" "RNF214" 0.02335738 0.0314295819941917 TRUE
"7743" "SYN1" 0.0233935 0.0314731069527343 TRUE
"10460" "IL1RAPL1" 0.02339253 0.0314731069527343 TRUE
"11280" "RRS1" 0.02354863 0.031676705516129 TRUE
"13425" "NIPAL4" 0.02354829 0.031676705516129 TRUE
"989" "TYSND1" 0.0235808 0.0316897557524976 TRUE
"1174" "MAPK12" 0.02358113 0.0316897557524976 TRUE
"1317" "ANKMY2" 0.0235808 0.0316897557524976 TRUE
"1812" "CBWD5" 0.02358113 0.0316897557524976 TRUE
"6937" "RNF2" 0.02358113 0.0316897557524976 TRUE
"7521" "ZBTB18" 0.02358113 0.0316897557524976 TRUE
"9394" "FRMD4B" 0.0235808 0.0316897557524976 TRUE
"9647" "C1orf220" 0.02358015 0.0316897557524976 TRUE
"10271" "AMDHD1" 0.02358113 0.0316897557524976 TRUE
"12919" "TTBK1" 0.02358113 0.0316897557524976 TRUE
"13034" "COLCA2" 0.02358113 0.0316897557524976 TRUE
"14153" "POLR2G" 0.02358113 0.0316897557524976 TRUE
"12482" "YIF1A" 0.02375382 0.0319192554257633 TRUE
"8134" "FCRL1" 0.02393485 0.0321582473137334 TRUE
"13628" "FAM81B" 0.02393553 0.0321582473137334 TRUE
"2516" "MREG" 0.02395965 0.0321647454325956 TRUE
"5407" "SPATA12" 0.02395932 0.0321647454325956 TRUE
"7049" "GINS4" 0.02395932 0.0321647454325956 TRUE
"7144" "CREB3L2" 0.02395965 0.0321647454325956 TRUE
"8848" "FHL5" 0.02395965 0.0321647454325956 TRUE
"9233" "PRDM10" 0.02395965 0.0321647454325956 TRUE
"9710" "SRSF11" 0.02395965 0.0321647454325956 TRUE
"10929" "L3MBTL2" 0.02395932 0.0321647454325956 TRUE
"11447" "ITGA8" 0.02395965 0.0321647454325956 TRUE
"15497" "DHRS12" 0.02395932 0.0321647454325956 TRUE
"1742" "PIK3R4" 0.02412984 0.0323889305866259 TRUE
"10073" "AC007390.5" 0.02413053 0.0323889305866259 TRUE
"1419" "G6PD" 0.02415055 0.0324131939169617 TRUE
"11002" "ARG1" 0.02429859 0.0326092590876177 TRUE
"15299" "SRBD1" 0.02432759 0.0326455511826227 TRUE
"2458" "ZNF304" 0.02434277 0.0326562982467428 TRUE
"7755" "FARSA" 0.02434343 0.0326562982467428 TRUE
"9341" "TMEM154" 0.02434343 0.0326562982467428 TRUE
"12180" "EIF5A" 0.02434343 0.0326562982467428 TRUE
"15511" "RNF138" 0.02453766 0.0329142073823884 TRUE
"652" "PPRC1" 0.02473253 0.0331462799614334 TRUE
"1194" "VPS35" 0.02472521 0.0331462799614334 TRUE
"1702" "CTNNA3" 0.02473253 0.0331462799614334 TRUE
"4885" "KCTD10" 0.02473253 0.0331462799614334 TRUE
"4958" "THY1" 0.02473253 0.0331462799614334 TRUE
"9101" "ACOT13" 0.02473253 0.0331462799614334 TRUE
"9862" "FAM167B" 0.02473253 0.0331462799614334 TRUE
"11252" "NMBR" 0.02472884 0.0331462799614334 TRUE
"14224" "MTERFD1" 0.02472521 0.0331462799614334 TRUE
"15570" "PDE8A" 0.02473253 0.0331462799614334 TRUE
"16032" "MRC1L1" 0.02472521 0.0331462799614334 TRUE
"6859" "SIAH1" 0.02492875 0.0334065678476741 TRUE
"11606" "GPR137C" 0.02507013 0.0335933297236504 TRUE
"304" "STRA13" 0.02512808 0.0336493556840077 TRUE
"394" "GTDC1" 0.02512701 0.0336493556840077 TRUE
"3231" "VIPAS39" 0.02512808 0.0336493556840077 TRUE
"5019" "SMARCA5" 0.02512667 0.0336493556840077 TRUE
"5253" "GSTK1" 0.02512701 0.0336493556840077 TRUE
"12031" "SLC35A5" 0.02512701 0.0336493556840077 TRUE
"15003" "UBR7" 0.02512701 0.0336493556840077 TRUE
"15285" "C6" 0.02512701 0.0336493556840077 TRUE
"11852" "IL1A" 0.02515185 0.0336784826202135 TRUE
"7011" "SEL1L" 0.02532559 0.0339056779195762 TRUE
"15702" "SCAMP2" 0.02532559 0.0339056779195762 TRUE
"7225" "KCNK12" 0.02532897 0.0339074815088283 TRUE
"2109" "LRRC69" 0.02552657 0.0341423188838104 TRUE
"2488" "PPME1" 0.02552691 0.0341423188838104 TRUE
"2922" "TMOD4" 0.02552623 0.0341423188838104 TRUE
"3276" "ERLIN1" 0.02552691 0.0341423188838104 TRUE
"5135" "PYGM" 0.02552691 0.0341423188838104 TRUE
"5974" "EXOSC4" 0.02552691 0.0341423188838104 TRUE
"7603" "SCHIP1" 0.02552691 0.0341423188838104 TRUE
